grid_id,date,time,region,gmv,cnt_call,is_exp,const
OL10F1i392j591,2020/2/24,1,1,7.587544899285063,5.910683698403907,1,1
OL10F1i392j591,2020/2/24,2,1,0.593662534257412,1.2330347291718613,0,1
OL10F1i392j591,2020/2/24,3,1,5.967325761267358,7.469900021481258,1,1
OL10F1i392j591,2020/2/24,4,1,1.1998595589872112,0.4534265676331868,0,1
OL10F1i392j591,2020/2/24,5,1,0.0,-0.32618159390548757,0,1
OL10F1i392j591,2020/2/24,6,1,0.0,1.2330347291718613,0,1
OL10F1i392j591,2020/2/24,7,1,1.740477582839738,1.2330347291718613,1,1
OL10F1i392j591,2020/2/24,8,1,0.0,-0.32618159390548757,0,1
OL10F1i392j591,2020/2/24,9,1,0.5224520956316759,0.4534265676331868,1,1
OL10F1i392j591,2020/2/24,10,1,0.0,0.4534265676331868,0,1
OL10F1i392j591,2020/2/24,11,1,0.0,0.4534265676331868,1,1
OL10F1i392j591,2020/2/24,12,1,1.9401211339868911,1.2330347291718613,0,1
OL10F1i392j591,2020/2/24,13,1,0.0,-0.32618159390548757,0,1
OL10F1i392j591,2020/2/24,14,1,5.652691884482218,4.351467375326558,0,1
OL10F1i392j591,2020/2/24,15,1,7.753218164659224,3.571859213787884,1,1
OL10F1i392j591,2020/2/24,16,1,6.200212961058669,7.469900021481258,0,1
OL10F1i392j591,2020/2/24,17,1,4.221035081396948,5.131075536865233,1,1
OL10F1i392j591,2020/2/24,18,1,7.147202799211633,6.690291859942581,0,1
OL10F1i392j591,2020/2/24,19,1,3.265325597697975,5.910683698403907,1,1
OL10F1i392j591,2020/2/24,20,1,10.291724974240948,9.029116344558606,0,1
OL10F1i392j591,2020/2/24,21,1,12.720146258804316,13.70676531379065,1,1
OL10F1i392j591,2020/2/24,22,1,11.95844888850403,8.24950818301993,0,1
OL10F1i392j591,2020/2/24,23,1,1.3153948624718237,3.571859213787884,1,1
OL10F1i392j591,2020/2/24,24,1,9.519309706290361,10.588332667635955,0,1
OL10F1i392j591,2020/2/24,25,1,10.30371448686671,9.029116344558606,1,1
OL10F1i392j591,2020/2/24,26,1,11.323913015749703,11.367940829174628,0,1
OL10F1i392j591,2020/2/24,27,1,11.118456367571877,12.927157152251977,1,1
OL10F1i392j591,2020/2/24,28,1,19.41120260039038,15.265981636868,0,1
OL10F1i392j591,2020/2/24,29,1,8.687491853057594,12.147548990713304,1,1
OL10F1i392j591,2020/2/24,30,1,14.480606362686991,13.70676531379065,0,1
OL10F1i392j591,2020/2/24,31,1,13.653693310073852,13.70676531379065,1,1
OL10F1i392j591,2020/2/24,32,1,10.98330186160875,12.927157152251977,0,1
OL10F1i392j591,2020/2/24,33,1,16.53680777800512,15.265981636868,1,1
OL10F1i392j591,2020/2/24,34,1,20.336211665396114,12.927157152251977,0,1
OL10F1i392j591,2020/2/24,35,1,11.961900414865992,8.24950818301993,1,1
OL10F1i392j591,2020/2/24,36,1,16.71338060031179,13.70676531379065,0,1
OL10F1i392j591,2020/2/24,37,1,3.8969549219369655,3.571859213787884,1,1
OL10F1i392j591,2020/2/24,38,1,13.837714162951071,14.486373475329323,0,1
OL10F1i392j591,2020/2/24,39,1,12.930689366883977,9.029116344558606,1,1
OL10F1i392j591,2020/2/24,40,1,10.720259220970824,7.469900021481258,0,1
OL10F1i392j591,2020/2/24,41,1,5.4977365167583585,5.131075536865233,1,1
OL10F1i392j591,2020/2/24,42,1,9.5905201449161,6.690291859942581,0,1
OL10F1i392j591,2020/2/24,43,1,9.000854114867273,10.588332667635955,1,1
OL10F1i392j591,2020/2/24,44,1,5.7702254400711235,7.469900021481258,0,1
OL10F1i392j591,2020/2/24,45,1,5.760234179549656,8.24950818301993,1,1
OL10F1i392j591,2020/2/24,46,1,7.9308809426591464,5.910683698403907,0,1
OL10F1i392j591,2020/2/24,47,1,14.710405354680756,5.131075536865233,1,1
OL10F1i392j591,2020/2/25,0,1,9.898614287541731,5.910683698403907,1,1
OL10F1i392j591,2020/2/25,1,1,3.2645989605691406,2.79225105224921,0,1
OL10F1i392j591,2020/2/25,2,1,3.3748661448697064,2.79225105224921,1,1
OL10F1i392j591,2020/2/25,3,1,2.3692003585633925,1.2330347291718613,0,1
OL10F1i392j591,2020/2/25,4,1,6.205481080242715,3.571859213787884,1,1
OL10F1i392j591,2020/2/25,5,1,0.0,-0.32618159390548757,0,1
OL10F1i392j591,2020/2/25,6,1,5.153855495537648,1.2330347291718613,1,1
OL10F1i392j591,2020/2/25,7,1,1.7488339098213295,3.571859213787884,0,1
OL10F1i392j591,2020/2/25,8,1,0.752069428343233,0.4534265676331868,1,1
OL10F1i392j591,2020/2/25,9,1,0.0,-0.32618159390548757,0,1
OL10F1i392j591,2020/2/25,10,1,0.0,2.79225105224921,1,1
OL10F1i392j591,2020/2/25,11,1,1.691611235925649,2.0126428907105356,0,1
OL10F1i392j591,2020/2/25,12,1,1.6788950861710532,0.4534265676331868,1,1
OL10F1i392j591,2020/2/25,13,1,0.3814844926378718,0.4534265676331868,0,1
OL10F1i392j591,2020/2/25,14,1,0.0,0.4534265676331868,1,1
OL10F1i392j591,2020/2/25,15,1,3.651351572391059,2.79225105224921,0,1
OL10F1i392j591,2020/2/25,16,1,6.593505307040094,7.469900021481258,1,1
OL10F1i392j591,2020/2/25,17,1,7.171363483745364,11.367940829174628,0,1
OL10F1i392j591,2020/2/25,18,1,8.593755663438001,12.147548990713304,1,1
OL10F1i392j591,2020/2/25,19,1,5.2574012863965,5.131075536865233,0,1
OL10F1i392j591,2020/2/25,20,1,8.1732144251253,11.367940829174628,1,1
OL10F1i392j591,2020/2/25,21,1,5.0332337321511975,9.029116344558606,0,1
OL10F1i392j591,2020/2/25,22,1,11.396213410068691,10.588332667635955,1,1
