cnt_answer,gmv,sum_online_time,cnt_call,sum_online_time_lag,cnt_call_lag,cnt_finish,date,time
1.452134919,2.487594807,2.354721305,1.677759162,1.697946783,1.211525342,1.795947535,5,16
1.754120961,2.929911722,2.750807239,2.120279529,2.354721305,1.677759162,2.289095493,5,17
1.840709777,3.046637757,2.678371402,2.450496252,2.750807239,2.120279529,2.459215587,5,18
1.883465827,2.778260955,2.415398934,2.622559418,2.678371402,2.450496252,2.280757932,5,19
1.890137117,2.475783062,2.135544317,2.635043374,2.415398934,2.622559418,2.032513495,5,20
1.841591697,2.302211312,1.839940391,2.53902276,2.135544317,2.635043374,1.895909367,5,21
1.766269479,2.133362505,1.611919265,2.423406837,1.839940391,2.53902276,1.891799692,5,22
1.765688597,1.959175476,1.532552359,2.37202913,1.611919265,2.423406837,1.975841373,5,23
1.833446417,1.912011256,1.487370504,2.397370187,1.532552359,2.37202913,2.119124762,5,24
1.901802207,2.250122593,1.521407329,2.453165974,1.487370504,2.397370187,2.221076356,5,25
1.963940454,2.371184813,1.648853403,2.513142245,1.521407329,2.453165974,2.252266812,5,26
2.014588258,2.298710704,1.900667217,2.544225394,1.648853403,2.513142245,2.222317765,5,27
2.036388739,2.153814151,2.146653352,2.539914049,1.900667217,2.544225394,2.164219082,5,28
2.006851477,2.24688027,2.176742115,2.499649685,2.146653352,2.539914049,2.112454133,5,29
1.962412544,2.431170799,2.012791239,2.433109019,2.176742115,2.499649685,2.05011525,5,30
1.957655272,2.541668042,1.852882134,2.369118345,2.012791239,2.433109019,2.058684401,5,31
2.001264507,2.514786542,1.811566096,2.327828255,1.852882134,2.369118345,2.179406673,5,32
2.090304482,2.656469412,1.896992204,2.31312629,1.811566096,2.327828255,2.331415342,5,33
2.301435275,2.712002043,2.171378678,2.337389002,1.896992204,2.31312629,2.406586683,5,34
2.566166464,2.632100507,2.544960384,2.417350219,2.171378678,2.337389002,2.587848276,5,35
2.633131246,2.669014205,2.773566612,2.498973939,2.544960384,2.417350219,2.808130543,5,36
2.503729938,2.572742519,2.790059036,2.528673737,2.773566612,2.498973939,2.86365157,5,37
2.326609541,2.447831594,2.545413878,2.505163288,2.790059036,2.528673737,2.721788984,5,38
2.114176864,2.385257573,2.135278471,2.458035123,2.545413878,2.505163288,2.385248306,5,39
1.884684828,2.264148423,1.854736001,2.419834726,2.135278471,2.458035123,2.188751328,5,40
1.908794297,2.243477471,1.836410629,2.415823198,1.854736001,2.419834726,2.261271266,5,41
1.989454978,2.464409128,1.970115116,2.42945869,1.836410629,2.415823198,2.534388906,5,42
1.978418172,2.674295427,2.107478529,2.423754749,1.970115116,2.42945869,2.641034821,5,43
1.885938499,2.411307841,2.140245465,2.344246352,2.107478529,2.423754749,2.387345034,5,44
1.624549334,1.833864665,2.028518846,2.135082234,2.140245465,2.344246352,1.945670147,5,45
1.274773285,1.435213965,1.794764362,1.79211568,2.028518846,2.135082234,1.396064901,5,46
0.76557075,1.190131433,1.562302263,1.371005812,1.794764362,1.79211568,0.943852598,5,47
0.241148294,0.89500452,1.387630926,0.915758391,1.562302263,1.371005812,0.674925714,5,48
0.558106439,0.605668601,0.912528193,0.541028627,1.387630926,0.915758391,0.449282428,6,1
